51,Sun Aug  8 08:37:17 2021,5131457,car	2	4012	PCEF5C190	Sun Aug
52,Mon Aug  9 23:48:43 2021,2398430,car	2	4223	PCA37D114	Mon Aug
53,Wed Aug 18 17:50:45 2021,6065595,van	2	4990	PCFE28E92	Wed Aug
54,Mon Aug  2 16:59:38 2021,9885768,car	2	4154	PC2C2EF9E	Mon Aug
55,Thu Aug 19 04:54:56 2021,4327783,car	2	4913	PC685427C	Thu Aug
56,Tue Aug 17 18:11:45 2021,3904834,truck	4	4388	PC803F0F2	Tue Aug
57,Mon Aug  2 19:48:50 2021,1358382,car	2	4299	PCAD3B9BC	Mon Aug
58,Tue Aug 17 16:46:31 2021,3579992,car	2	4725	PCB905D54	Tue Aug
59,Wed Aug 11 22:21:30 2021,8130760,car	2	4229	PCD0DDD3D	Wed Aug
60,Fri Jul 30 09:54:24 2021,6546218,car	2	4354	PC0671DD4	Fri Jul
61,Sat Aug  7 16:42:24 2021,3673515,car	2	4127	PCA2D76A5	Sat Aug
62,Wed Aug  4 20:43:54 2021,9888875,truck	4	4522	PC0A326BE	Wed Aug
63,Sat Aug  7 20:44:08 2021,8136080,truck	4	4410	PC6EFC03B	Sat Aug
64,Thu Aug 12 19:23:36 2021,2078447,van	2	4689	PC89C35AD	Thu Aug
65,Sat Aug  7 16:41:49 2021,8090807,car	2	4296	PCA24C1E1	Sat Aug
66,Sun Aug  1 07:32:04 2021,4309692,car	2	4303	PC2E2E0C0	Sun Aug
67,Wed Aug 11 14:24:25 2021,3752767,car	2	4346	PCA35B156	Wed Aug
68,Wed Aug  4 23:10:29 2021,9407219,car	2	4253	PC82A16E6	Wed Aug
69,Wed Aug  4 14:29:11 2021,2167845,van	2	5007	PC869BDE8	Wed Aug
70,Tue Aug 17 01:20:54 2021,7903517,car	2	4534	PCAD9E1F9	Tue Aug
71,Sat Aug 21 02:09:35 2021,7385817,car	2	4742	PC05B8749	Sat Aug
72,Thu Aug 19 17:52:30 2021,5673776,car	2	4944	PC41EEC34	Thu Aug
73,Tue Aug 17 21:58:23 2021,823973,car	2	4171	PC36C9AE8	Tue Aug
74,Tue Aug 10 13:03:36 2021,9361361,car	2	4750	PCD987A9D	Tue Aug
75,Sat Aug 21 19:25:57 2021,8744445,car	2	4878	PC08F56A1	Sat Aug
76,Sun Aug  8 14:01:06 2021,2910050,car	2	4274	PC88EA64E	Sun Aug
77,Thu Aug  5 11:21:12 2021,1686323,car	2	4377	PC4AC8EAD	Thu Aug
78,Sun Aug  1 07:10:55 2021,9113006,car	2	4265	PC5B2AFFA	Sun Aug
79,Fri Jul 30 15:53:32 2021,660597,car	2	4304	PC89FB76E	Fri Jul
80,Sun Aug 22 16:38:30 2021,8500934,car	2	4797	PCE2D63A7	Sun Aug
81,Thu Aug 19 13:11:29 2021,395519,truck	4	4061	PC3A63A79	Thu Aug
82,Mon Aug  9 14:17:00 2021,2616607,truck	4	4085	PC6150735	Mon Aug
83,Sat Aug 14 10:36:28 2021,7218572,car	2	4675	PCE49911B	Sat Aug
84,Thu Aug 12 11:53:03 2021,994857,truck	4	4997	PC8111910	Thu Aug
85,Mon Aug  2 20:12:17 2021,3168436,car	2	4241	PC7241796	Mon Aug
86,Fri Aug 13 20:06:41 2021,1572712,car	2	4890	PCAFC8A56	Fri Aug
87,Thu Jul 29 17:35:21 2021,545955,car	2	4537	PC10C700F	Thu Jul
88,Sun Aug 22 05:39:41 2021,2013386,car	2	4743	PCE6EEF2E	Sun Aug
89,Wed Aug 11 02:43:03 2021,6566889,car	2	4026	PC2CE9851	Wed Aug
90,Wed Aug 11 02:39:24 2021,852585,car	2	4373	PC8806694	Wed Aug
91,Thu Jul 29 14:30:02 2021,6196238,truck	4	4116	PCCA836C9	Thu Jul
92,Mon Aug  2 11:07:12 2021,6031416,truck	4	4785	PC787D664	Mon Aug
93,Wed Aug  4 15:15:09 2021,6905906,van	2	5002	PC585BD38	Wed Aug
94,Wed Aug 11 17:34:54 2021,3764238,car	2	4728	PC07BF95F	Wed Aug
95,Thu Aug  5 06:31:23 2021,1673826,truck	4	4015	PC524833E	Thu Aug
96,Sat Aug 21 18:13:29 2021,316662,car	2	4817	PCFF02057	Sat Aug
97,Thu Aug 19 22:17:26 2021,2992127,truck	4	4857	PC59F4E22	Thu Aug
98,Thu Aug 19 12:02:31 2021,7517992,car	2	4724	PC3DE08BF	Thu Aug
99,Thu Aug 12 06:54:12 2021,6232948,truck	4	4725	PCB905D54	Thu Aug
100,Fri Jul 30 08:09:03 2021,4369477,car	2	4591	PCC9875AC	Jul 30
101,Fri Aug  6 18:18:53 2021,4388245,truck	4	4792	PC3E35002	Aug 
102,Sat Aug  7 20:49:07 2021,8392508,car	2	4927	PC2D22627	Aug 
103,Fri Jul 30 16:08:08 2021,6858708,car	2	4397	PCB070250	Jul 30
104,Fri Aug  6 06:59:16 2021,6215048,truck	4	4195	PC308070B	Aug 
105,Fri Aug 13 11:20:04 2021,7046549,truck	4	4336	PCD30AB50	Aug 13
106,Wed Aug  4 18:37:46 2021,7899881,truck	4	4520	PC8140983	Aug 
107,Fri Aug 20 01:13:53 2021,9824238,car	2	4328	PC3777B8E	Aug 20
108,Sun Aug  8 10:25:38 2021,8180012,car	2	4749	PC65C93B7	Aug 
109,Tue Aug 10 12:42:19 2021,426578,car	2	4990	PCFE28E92	Aug 10
110,Thu Jul 29 11:33:20 2021,3284775,car	2	4231	PC016D687	Jul 29
111,Sat Jul 31 18:42:46 2021,5487227,car	2	4643	PC6713209	Jul 31
112,Thu Aug 12 23:09:32 2021,1772941,car	2	4121	PCEC57A8E	Aug 12
113,Fri Aug 13 04:52:01 2021,2471284,van	2	4400	PC3BD7D63	Aug 13
114,Sun Aug 22 03:05:40 2021,6040036,car	2	4119	PC9EBEDB5	Aug 22
115,Fri Aug 13 12:39:10 2021,9249042,truck	4	4695	PC4A5D62F	Aug 13
116,Mon Aug  9 22:59:28 2021,5791925,car	2	4495	PC210A754	Aug 
117,Fri Aug  6 01:01:14 2021,3696614,truck	4	4434	PCA491459	Aug 
118,Mon Aug  2 05:42:51 2021,7892550,car	2	4299	PCAD3B9BC	Aug 
119,Sun Aug  1 19:31:14 2021,5673214,van	2	4023	PC77793DF	Aug 
120,Fri Aug  6 05:58:42 2021,6657095,truck	4	4365	PC0F226DF	Aug 
121,Mon Aug  9 16:03:31 2021,2067579,van	2	4582	PC98750ED	Aug 
122,Fri Aug 13 11:42:48 2021,1005686,car	2	4119	PC9EBEDB5	Aug 13
123,Sun Aug  8 02:44:35 2021,7521772,van	2	4416	PC546F252	Aug 
124,Sun Aug 15 08:43:48 2021,6545042,car	2	4898	PC0AE9E1B	Aug 15
125,Mon Aug  9 05:03:17 2021,3473929,truck	4	4698	PC8BCEB19	Aug 
126,Sun Aug 22 02:13:18 2021,29457,car	2	4416	PC546F252	Aug 22
127,Sat Aug 21 23:03:24 2021,7360318,car	2	4993	PC0F0AB4E	Aug 21
128,Tue Aug 17 10:32:29 2021,3427163,truck	4	4356	PCF1979AE	Aug 17
129,Fri Jul 30 08:44:05 2021,3007179,van	2	4504	PC461DCD3	Jul 30
130,Fri Aug 20 06:01:27 2021,2151509,car	2	4811	PCBF83C7A	Aug 20
131,Sat Jul 31 05:17:21 2021,1067960,car	2	4574	PCC1F6F13	Jul 31
132,Tue Aug  3 07:01:26 2021,1100257,car	2	4116	PCCA836C9	Aug 
133,Sun Aug 22 10:01:40 2021,4346999,car	2	4049	PC4779D38	Aug 22
134,Sat Aug 14 17:24:04 2021,4371005,car	2	4435	PC3E78C17	Aug 14
135,Sat Aug 14 11:50:01 2021,1583109,car	2	4272	PC09BDC08	Aug 14
136,Wed Aug 18 07:26:20 2021,8808595,car	2	4929	PC9E503B6	Aug 18
137,Thu Aug  5 01:15:16 2021,1841800,van	2	4531	PC857F4A0	Aug 
138,Sat Jul 31 00:28:44 2021,1825050,car	2	4222	PC15EC378	Jul 31
139,Fri Aug 13 09:54:01 2021,8490556,car	2	4657	PCC591410	Aug 13
140,Thu Jul 29 23:02:42 2021,2549393,truck	4	4481	PC30AAE76	Jul 29
141,Wed Aug 11 13:15:55 2021,9636921,truck	4	4145	PC5FBE4B8	Aug 11
142,Thu Aug 19 21:13:57 2021,8899022,truck	4	4813	PCACF7982	Aug 19
143,Thu Aug 19 08:46:24 2021,8112100,van	2	4585	PCF3AE602	Aug 19
144,Thu Jul 29 16:02:19 2021,335366,car	2	4924	PCE3427C5	Jul 29
145,Sat Jul 31 19:32:50 2021,1716955,truck	4	4584	PC1085B78	Jul 31
146,Sat Aug 21 13:56:33 2021,4153555,van	2	4225	PCC1ED0C5	Aug 21
147,Sat Jul 31 12:55:05 2021,5626263,car	2	4719	PCBD66B01	Jul 31
148,Fri Aug  6 23:05:57 2021,49472,car	2	4830	PC12EEFE0	Aug 
149,Thu Aug  5 15:24:15 2021,2497636,car	2	4073	PCA3797CA	Aug 
150,Tue Aug  3 19:13:15 2021,7825358,truck	4	4954	PCA276EBB	Aug 
151,Sat Jul 31 11:27:59 2021,6084818,van	2	4732	PCD83DE25	Jul 31
152,Thu Aug 19 18:53:39 2021,5455899,car	2	4155	PC9042B3F	Aug 19
153,Tue Aug 17 22:11:51 2021,1849505,van	2	4142	PC7ACFF7C	Aug 17
154,Wed Aug 18 19:49:38 2021,6114302,car	2	4737	PCED7EAFE	Aug 18
155,Sun Aug 15 12:34:18 2021,8064123,car	2	4337	PCCF6A454	Aug 15
156,Fri Aug  6 19:17:50 2021,538972,truck	4	4507	PC11DCA73	Aug 
157,Fri Jul 30 13:58:53 2021,6869546,truck	4	4092	PC40C2E00	Jul 30
158,Mon Aug  2 16:00:33 2021,3766512,car	2	4269	PCC7106FF	Aug 
159,Fri Aug 20 21:45:41 2021,3528403,car	2	4610	PCA4D3E9B	Aug 20
160,Fri Aug 20 04:59:50 2021,4380057,van	2	4980	PCBD5C822	Aug 20
161,Sun Aug 15 00:36:59 2021,7876599,car	2	4295	PCD483999	Aug 15
162,Fri Aug 13 00:25:06 2021,969619,car	2	4412	PC821BC98	Aug 13
163,Fri Jul 30 13:42:03 2021,5763049,car	2	4364	PCB33ACE8	Jul 30
164,Mon Aug 16 05:46:00 2021,6079402,truck	4	4290	PC84E8CEF	Aug 16
165,Sun Aug  1 22:59:23 2021,4832816,car	2	4264	PC9DFEBB0	Aug 
166,Fri Aug 20 12:19:46 2021,3518759,truck	4	4412	PC821BC98	Aug 20
167,Sat Jul 31 02:42:05 2021,4469770,truck	4	4712	PC94168A2	Jul 31
168,Fri Aug  6 11:25:34 2021,7942552,truck	4	4603	PC485BE5B	Aug 
169,Tue Aug 17 21:17:32 2021,2493747,truck	4	4180	PC250A90D	Aug 17
170,Tue Aug  3 15:31:28 2021,8099060,car	2	4592	PC627AA14	Aug 
171,Fri Aug 20 22:50:25 2021,4492765,truck	4	4008	PC5680D80	Aug 20
172,Fri Aug  6 07:45:56 2021,5758058,car	2	4083	PC90346C9	Aug 
173,Thu Aug 19 00:24:55 2021,9496559,car	2	4573	PC4D8469D	Aug 19
174,Fri Jul 30 02:24:22 2021,3174341,car	2	4642	PC17D596F	Jul 30
175,Fri Aug 13 05:55:34 2021,3318165,car	2	4693	PCB4CDDA5	Aug 13
176,Mon Aug  2 14:28:14 2021,7509515,truck	4	4787	PC1BDA119	Aug 
177,Tue Aug  3 12:47:44 2021,367073,car	2	4989	PC7D7AE48	Aug 
178,Sun Aug  8 09:26:56 2021,8543348,truck	4	4803	PC2BBEEDC	Aug 
179,Fri Aug 20 04:16:14 2021,4588656,car	2	4848	PCF0FC9B2	Aug 20
180,Fri Aug 20 04:22:16 2021,9706662,car	2	4377	PC4AC8EAD	Aug 20
181,Tue Aug 10 03:28:33 2021,3359010,car	2	4947	PCE4A44BE	Aug 10
182,Wed Aug 18 11:24:47 2021,7639441,car	2	4439	PC845CEA6	Aug 18
183,Tue Aug  3 08:52:25 2021,9449600,car	2	4346	PCA35B156	Aug 
184,Wed Aug 11 06:39:10 2021,7572233,car	2	4718	PC81E83B9	Aug 11
185,Fri Aug 20 03:23:49 2021,7096671,truck	4	4049	PC4779D38	Aug 20
186,Fri Jul 30 23:54:00 2021,6218100,car	2	4579	PC926F0A9	Jul 30
187,Wed Aug 11 07:11:55 2021,9500467,van	2	4985	PCCA71D2C	Aug 11
188,Sun Aug 15 20:41:12 2021,2551672,truck	4	4356	PCF1979AE	Aug 15
189,Wed Aug 18 18:28:36 2021,4423795,car	2	4631	PCFFF6463	Aug 18
190,Mon Aug  9 07:19:12 2021,1520424,car	2	4898	PC0AE9E1B	Aug 
191,Tue Aug 10 16:39:12 2021,5680437,car	2	4022	PCF135377	Aug 10
192,Mon Aug  9 02:30:05 2021,1469208,van	2	4586	PC4A40D50	Aug 
193,Mon Aug  9 06:58:52 2021,9017449,car	2	4733	PC797AEBF	Aug 
194,Sat Aug  7 03:09:03 2021,9014873,truck	4	4764	PCF6B0D12	Aug 
195,Sat Aug  7 21:03:28 2021,6849933,car	2	4466	PC6E93A05	Aug 
196,Sun Aug  1 00:29:43 2021,1907386,car	2	4158	PCAA68777	Aug 
197,Sun Aug  1 01:56:36 2021,5556619,truck	4	4111	PC07F012A	Aug 
198,Tue Aug 17 00:22:53 2021,8724319,truck	4	4591	PCC9875AC	Aug 17
199,Mon Aug  9 08:24:12 2021,4066334,car	2	4015	PC524833E	Aug 
200,Sat Jul 31 19:46:31 2021,1208453,car	2	4420	PCFDB2950	Jul 31
201,Fri Aug  6 18:13:51 2021,8705286,truck	4	4924	PCE3427C5	Aug 
202,Thu Aug 12 00:17:15 2021,758555,car	2	4501	PC5D41947	Aug 12
203,Tue Aug 10 22:07:00 2021,7388283,car	2	4026	PC2CE9851	Aug 10
204,Sun Aug  8 07:16:20 2021,7589773,car	2	4280	PC03A5F23	Aug 
205,Wed Aug 18 08:29:07 2021,2316095,car	2	4953	PC1E2B07E	Aug 18
206,Tue Aug 10 20:36:42 2021,1847455,van	2	4923	PC8A7A22A	Aug 10
207,Fri Aug 13 05:36:53 2021,7707016,car	2	4283	PC953B572	Aug 13
208,Sun Aug  1 04:10:44 2021,2616520,truck	4	4899	PC4967767	Aug 
209,Sun Aug 15 11:41:43 2021,8332760,truck	4	4560	PC5030572	Aug 15
210,Mon Aug  9 05:19:02 2021,9677148,car	2	4037	PC0A50259	Aug 
211,Wed Aug  4 19:23:36 2021,2695699,car	2	4610	PCA4D3E9B	Aug 
212,Fri Aug 20 04:00:27 2021,1836057,car	2	4775	PCA50FB36	Aug 20
213,Wed Aug 18 09:20:33 2021,7980271,truck	4	4414	PC40BD0F3	Aug 18
214,Sat Jul 31 01:41:58 2021,9166253,car	2	4915	PC86B0D7B	Jul 31
215,Mon Aug  2 20:26:27 2021,5966610,car	2	4618	PC8F4AF85	Aug 
216,Tue Aug 10 14:11:13 2021,8273227,car	2	4909	PCDED6F20	Aug 10
217,Tue Aug 17 11:21:41 2021,4772310,car	2	4497	PC76FDDEA	Aug 17
218,Thu Aug 12 01:18:11 2021,401226,car	2	4401	PC0606D6A	Aug 12
219,Mon Aug  2 22:30:06 2021,5259884,van	2	4284	PC0DB49FD	Aug 
220,Thu Aug 12 13:20:29 2021,4560546,car	2	4235	PCFB11406	Aug 12
221,Fri Aug  6 23:10:56 2021,3679257,truck	4	4482	PCB6A16D7	Aug 
222,Sun Aug  8 01:28:48 2021,5001460,car	2	4981	PC6B14C5D	Aug 
223,Thu Aug 12 14:26:03 2021,488809,car	2	4175	PC08EA270	Aug 12
224,Sun Aug 15 16:57:15 2021,4435309,car	2	4188	PCDB12C82	Aug 15
225,Fri Aug  6 17:35:18 2021,9206176,car	2	4015	PC524833E	Aug 
226,Sat Aug  7 03:08:44 2021,5665208,truck	4	4230	PC19CE0DB	Aug 
227,Sun Aug  1 05:31:31 2021,3619766,car	2	4686	PCD6E5E77	Aug 
228,Wed Aug 18 09:22:29 2021,8195160,car	2	4123	PCDE850D8	Aug 18
229,Wed Aug  4 05:40:04 2021,689804,truck	4	4283	PC953B572	Aug 
230,Mon Aug 16 02:36:38 2021,7671204,car	2	4016	PCCD7399B	Aug 16
231,Fri Aug  6 19:31:40 2021,7549660,truck	4	4504	PC461DCD3	Aug 
232,Mon Aug  2 17:00:36 2021,6999001,car	2	4377	PC4AC8EAD	Aug 
233,Thu Aug 12 15:17:57 2021,3470780,truck	4	4971	PC0BD172F	Aug 12
234,Sat Aug  7 15:21:43 2021,3321932,car	2	4031	PC0214185	Aug 
235,Mon Aug  9 04:56:23 2021,2993477,truck	4	4965	PCA0BAE0F	Aug 
236,Fri Aug 13 09:02:27 2021,7137012,car	2	4350	PCEDD7E85	Aug 13
237,Mon Aug  2 07:55:35 2021,4425207,car	2	4232	PC4156AD5	Aug 
238,Sat Aug 14 11:54:16 2021,8906007,car	2	4592	PC627AA14	Aug 14
239,Sat Jul 31 04:23:09 2021,2613132,car	2	4760	PC161AC8D	Jul 31
240,Mon Aug 16 01:53:03 2021,1351738,truck	4	5002	PC585BD38	Aug 16
241,Sat Aug 14 11:49:22 2021,8845283,car	2	4974	PCDEB8E32	Aug 14
242,Wed Aug 18 19:07:34 2021,5207716,car	2	4361	PC2E0C888	Aug 18
243,Mon Aug  9 05:34:28 2021,2593435,car	2	4946	PCCF18BAF	Aug 
244,Sat Aug 14 08:00:30 2021,3194131,car	2	4314	PC7E9E8F3	Aug 14
245,Sat Aug 14 08:01:53 2021,946473,car	2	4784	PCDB42B34	Aug 14
246,Mon Aug  2 19:28:13 2021,2098761,truck	4	4611	PC2EBEAB9	Aug 
247,Wed Aug 11 02:53:00 2021,7556070,van	2	4515	PC6A1B37B	Aug 11
248,Fri Aug 13 20:51:49 2021,7949412,car	2	4531	PC857F4A0	Aug 13
249,Mon Aug 16 01:15:58 2021,4982057,car	2	4070	PCEECA8B2	Aug 16
250,Sun Aug 15 04:10:44 2021,1732371,car	2	4891	PC57036DA	Aug 15
251,Sun Aug  8 23:50:15 2021,4012995,car	2	4325	PC8FC83B3	Aug 
252,Wed Aug 18 07:43:49 2021,2596237,car	2	4672	PC03AE86F	Aug 18
253,Mon Aug  2 17:51:59 2021,8381319,car	2	4147	PC4D2C5A7	Aug 
254,Wed Aug 11 21:55:31 2021,5062265,truck	4	4049	PC4779D38	Aug 11
255,Mon Aug 16 17:16:35 2021,7705983,car	2	4748	PCF2ECD29	Aug 16
256,Thu Jul 29 16:35:35 2021,2307979,van	2	4654	PCBA5D8AB	Jul 29
257,Mon Aug 16 03:21:45 2021,2588561,car	2	4890	PCAFC8A56	Aug 16
258,Sun Aug  8 12:39:42 2021,6847371,car	2	4972	PCC51AD39	Aug 
259,Tue Aug 17 15:39:08 2021,2121085,car	2	4709	PCC8C7059	Aug 17
260,Tue Aug  3 01:37:46 2021,1734512,car	2	4788	PC00AE965	Aug 
261,Tue Aug 17 22:18:40 2021,7759834,truck	4	4306	PC5D6563A	Aug 17
262,Mon Aug 16 10:41:55 2021,6292412,car	2	4436	PC0CF9451	Aug 16
263,Fri Aug 13 11:00:14 2021,866998,car	2	4039	PC73BE1E2	Aug 13
264,Thu Aug 12 23:25:40 2021,9057323,truck	4	4612	PC871C1FC	Aug 12
265,Fri Aug  6 03:55:57 2021,8091650,car	2	4686	PCD6E5E77	Aug 
266,Thu Aug  5 23:24:23 2021,2155384,car	2	4314	PC7E9E8F3	Aug 
267,Tue Aug  3 06:54:05 2021,1867583,car	2	4608	PCACD1BEE	Aug 
268,Mon Aug 16 07:28:50 2021,2703371,truck	4	4063	PC7667A3E	Aug 16
269,Tue Aug  3 20:00:16 2021,8368036,car	2	4944	PC41EEC34	Aug 
270,Mon Aug 16 07:03:18 2021,3418635,truck	4	4246	PC95F5F6B	Aug 16
271,Sun Aug 15 16:44:18 2021,301035,car	2	4438	PC665A28E	Aug 15
272,Thu Aug 12 13:34:54 2021,4648848,car	2	4234	PC5EBC1E1	Aug 12
273,Fri Aug 13 02:09:10 2021,758078,car	2	4050	PC822E359	Aug 13
274,Sat Aug  7 04:50:03 2021,1517284,van	2	4721	PCE937423	Aug 
275,Wed Aug  4 20:38:41 2021,5708944,car	2	4130	PC9F22103	Aug 
276,Thu Jul 29 20:17:07 2021,202496,car	2	4852	PC68969FB	Jul 29
277,Thu Jul 29 19:34:22 2021,6716922,truck	4	4575	PC84D9FC1	Jul 29
278,Sun Aug  8 03:23:33 2021,5536264,car	2	4326	PC356AE8F	Aug 
279,Sun Aug  8 07:34:29 2021,2105735,car	2	4694	PCBCF42C2	Aug 
280,Sat Jul 31 12:39:28 2021,8857993,car	2	4551	PCCA5979C	Jul 31
281,Mon Aug  9 15:56:14 2021,514282,car	2	4775	PCA50FB36	Aug 
282,Fri Aug  6 23:44:18 2021,847307,truck	4	4146	PCF91266E	Aug 
283,Sat Aug  7 06:42:24 2021,2573891,van	2	4042	PC5D4DE09	Aug 
284,Fri Aug  6 08:07:39 2021,9009917,car	2	4904	PC36C6441	Aug 
285,Thu Aug 19 14:34:35 2021,1701415,truck	4	4556	PC18C31F6	Aug 19
286,Sat Aug  7 20:38:49 2021,5040531,car	2	4812	PC22D9C6D	Aug 
287,Fri Aug 20 13:15:02 2021,1297862,car	2	4742	PC05B8749	Aug 20
288,Wed Aug  4 06:15:30 2021,1932822,van	2	4788	PC00AE965	Aug 
289,Sat Jul 31 21:51:59 2021,8569313,car	2	4830	PC12EEFE0	Jul 31
290,Sun Aug  8 06:33:09 2021,6311114,car	2	4218	PC8DF4919	Aug 
291,Mon Aug 16 06:11:04 2021,1451546,car	2	4754	PC99AE725	Aug 16
292,Fri Aug 20 13:36:58 2021,1711676,van	2	4960	PC6A1BCA4	Aug 20
293,Mon Aug  9 18:51:11 2021,6740804,car	2	4090	PC1EE951B	Aug 
294,Wed Aug 18 12:19:24 2021,9049528,car	2	4804	PC68484C6	Aug 18
295,Sun Aug 15 08:30:45 2021,5269094,van	2	4617	PC7758F89	Aug 15
296,Wed Aug 11 13:15:58 2021,4753661,car	2	4150	PCC8441A8	Aug 11
297,Sat Aug 14 09:06:09 2021,1948111,car	2	4086	PC23E470D	Aug 14
298,Tue Aug 17 00:00:26 2021,5894664,van	2	4730	PC7DC0964	Aug 17
299,Wed Aug 11 04:51:17 2021,5455717,truck	4	4925	PCE5E04A2	Aug 11
300,Mon Aug  2 21:43:22 2021,1499647,car	2	4629	PCC5E1C04	Aug 
301,Thu Aug  5 21:50:38 2021,2843245,truck	4	4286	PC12BE494	Aug 
302,Mon Aug 16 04:30:00 2021,9796603,truck	4	4617	PC7758F89	Aug 16
303,Sun Aug  1 21:21:40 2021,5671860,car	2	4556	PC18C31F6	Aug 
304,Tue Aug 17 04:20:26 2021,425972,truck	4	4183	PCF5E7754	Aug 17
305,Tue Aug 10 07:28:04 2021,7588083,car	2	4089	PC3CCA187	Aug 10
306,Wed Aug  4 03:45:21 2021,4816147,car	2	4230	PC19CE0DB	Aug 
307,Thu Aug 12 06:45:42 2021,461211,car	2	4615	PC1ECBA39	Aug 12
308,Fri Jul 30 07:48:58 2021,7091224,car	2	4720	PCDD23528	Jul 30
309,Sat Aug 14 03:11:57 2021,3540160,car	2	4905	PCE1EA438	Aug 14
